dt,title,desc,publisher,url,_kw,_source,_window
2024-01-05 08:00:00,Carlos Torres vende el jet privado que usaba FG en BBVA tras cuatro años en el escaparate - Vozpópuli,Carlos Torres vende el jet privado que usaba FG en BBVA tras cuatro años en el escaparate  Vozpópuli,Vozpópuli,https://news.google.com/rss/articles/CBMitAFBVV95cUxQRGI2dHRKeDVuVHd4cmN0d2JjOU5sRUE3Tmp3dldXUTROZVJCYjlKcHhVZXozN3cxVnhGOEZvRWVfSFdSV21PaFV6dHktMldxMTlWMzRtZ0FGZXpXeWpab1RTMWJnOGNTbl92VkU0M2JmcHcxejUtQ2dhZ3FmNnhBQTBmU3Mtb0dmYi1ycmZuMkxZZGlkX2hTdTRyZkdJRzJkQ0dsM2VsUEk1UE5pNEswUUwxVkg?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-05 08:00:00,Cerca de 140.000 clientes de BBVA en España usan la nueva funcionalidad para combatir el fraude digital - BBVA,Cerca de 140.000 clientes de BBVA en España usan la nueva funcionalidad para combatir el fraude digital  BBVA,BBVA,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNN3YxWDdDZUZjTFBwLVBsR0FaUTdPSmRVVkFlV0c3bWpBTXBGSDJ5NkhwTUZXYldFQnZxb054dzdmYm1MeC1MNFFDN2g5bVQ0clF4VmkzMW41dkZXWk42TlVXT0xQNkRrWjdaaUNScEJFYUdMc3huX21Lb1ZmVUNPOXMxeEM0X0VLeXhsd1B6STFvZW1ieHNNZUZmV0t2ZmgzMXhSb3hmbjhvQ2JYN3hRVkFKRk50TFN1eDFDYl8tMXlUMjRxVkZuSFhGbkxtVm1JWVR3ZzNEQjRtUQ?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-06 05:21:20,"BBVA y Minsait simplifican la petición de fondos “Next Generation EU” a empresas, pymes y autónomos en España - Indra","BBVA y Minsait simplifican la petición de fondos “Next Generation EU” a empresas, pymes y autónomos en España  Indra",Indra,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9aQUtvMXNFUmllRHFsZXhubm9JQXVIRGlxbWRzU2c2YlZiTnZRR0xyQ0UxMkE3bHZWVXh3Z09SU1djaEItZnRZbkEtLWNMS3J5ZXQ3U3F3ZXo?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-06 08:00:00,BBVA vende el 'jet' de Francisco González - Expansión,BBVA vende el 'jet' de Francisco González  Expansión,Expansión,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNcTlQc1F1WEZmMWd0M2pzbVA3SWtibUM1TVNnc3JfSmduNmI4eURyT3NRbjRGMU1RXzBHcWQwR09QWENXVy04OVBjQWlMNzBrQ3lwZ3pSNk13bjJjdDJzV1oxcGlkVko5S3A4X05KSDlRamRFdXJkTkhPRXBjRHFvQVFTRTZnMm9I0gGIAUFVX3lxTE54d1E3OFFQZ25CRzdRQTVVQmtzRHV6THM0OVI1SkYwMURDRFIwU2tjeDN6MHQtQzNWUWpyeFc5WHdoYXd0OWhLYldhTWZFbHNLVDQyVlFoaVM2WEMycVc2b1JvMHd6ZUxLSnIwRU1EY0JXUUtFdEFNZXd3anlyLXhVcTNJbFpPSzQ?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-08 08:00:00,BBVA busca desde comerciales a expertos informáticos: sueldo medio de 79.000 euros - El Español,BBVA busca desde comerciales a expertos informáticos: sueldo medio de 79.000 euros  El Español,El Español,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNV2JkQ2ZZSjk0bi1rc24wZTZySzQ0Z3lTUS1sYy05UlNfc003dnRtd2ZlUGx6OWVfckUyQ1FvQVpVaGY5enJuVGY3ckpVTmIyc2pjZWZYWF9BTW4zQWhKemUwN0RSYjlDWFI0Rmpzd0x5MEEtUE1aQThvUjNKX21aaHdQdEtKNzhhaGpjeXVWTEdNZGhORXNkLUN3ZzBGN3dFWjdjdnRVWXlpLTFUdVdCbExpSjJhQkpKMWZOR0NybF9CNHlUV19ub3lTRllqLTFZNTd5el9Ha9IB3AFBVV95cUxOWk9zZk9BM2w5X2QtMmRjVlVGNjREVXB1bWsxMkE0MXQtNTN6YTZva0J0YzRKa3ZtejVKOW14cFdJRWV2OURNd0VuQ1MxVmtsLUsyZUdSMHk4cUNab1JzbzE0UEFERzQycTA5R3lxNTZBQW1CRHIxdkVuTkx4cUpkbzBLTUMzanI0MHNZWkNGQzcxcXFfU0taaENLeGExUDk4MzVFZllQTC1SSjhkc2hhbXRrSWlVajNxRDZack0tWElZUmRsV0p5RUVPWnFVaDFXRjhEMlNwOFAxTHk4?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-08 08:00:00,BBVA vende el jet privado de 45 millones que usaba Francisco González - Forbes España,BBVA vende el jet privado de 45 millones que usaba Francisco González  Forbes España,Forbes España,https://news.google.com/rss/articles/CBMipwFBVV95cUxPOEVGdWszZ2pySlp1anpBUzVPcDBQcW5UNmJSX0ZFSzNKY1l2cDVJckNzd2VfT0hXSmIweHZzM294VzRzY0pIQVRKSElHSVRmbjZlQWFFNmtJbUl5U1hDMFBvZlVLLUFxeUUwY3ljaDVNbDNVNTVhME1wZW0xOXBJQmNVZmhFLU1MaHpCajR5YW1XRmF4Nk5CUHZNa1Vxb1FmZXpweDk0NA?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-09 08:00:00,La directora de planificación financiera de BBVA ficha por la consultora TNP - Expansión,La directora de planificación financiera de BBVA ficha por la consultora TNP  Expansión,Expansión,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQYmxoTnlWWkFWMF8wajdZSlpRc2hFS01udDZwbDRNTWpiNTNRQ0s5V2FfbzJDejgwNlQyV2JaLVlPRk96YjVHWC1iS1FZSmJYQWpQc3U3NWVmMWQyTDA3QjRMRzNFX0hLSm9BbGF6VTNlUnBQcDVaWHpuUklFOFlNc0QtVUFaUHE30gGIAUFVX3lxTFA2Mk9xWUZTdGFfYkxmeFhwWTVlSG9pWE56Y0Nob24tZldHbDA0eUtuMUdiZWJPNGh4UlVjUU03ZHNKdGNsN054QWhwWGZ0S0w1aXFpaDg4RVV4YVpzdzZ6SHVsYkdFZ0E0RVlram5ZYU5sdFBZSHlFSFRtblRqSGJBVWlHeUhNelo?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-09 08:00:00,BBVA reduce la brecha en Bolsa con Santander a solo 13.000 millones - Expansión,BBVA reduce la brecha en Bolsa con Santander a solo 13.000 millones  Expansión,Expansión,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQSUxEN0cyT2dtYkNESHlPV2Y3dVcxQ3VDV2QwQmw3dGZfOTNGZllnQ0xtMjJBb0ZXR0FCc09Kb2lKbHlDTE84bU8wN01fOExwd1N1LU4zVldITmRoUE9YMHliUmdWWlMwUUJtXzBEanN4X0E0NTJxeC00UUFWa0FjMXpjOTAtOGIt0gGIAUFVX3lxTE5ad0hGWWExenl3UmdiMDU0VVFrUFp2TEd2VWQxNVdzS1NvX0lUY1BsRENuaEk0V1JWRWppRlotQzd5eXFmcDBjdGhWSWNmX2VNS0E1elo4Z2FjQlo4VmZ0NVgwb1lkN29SOF9rT21naUZPQUNzenl1UFdkVTJ1VlpSOEh1X0hUa3Y?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-09 08:00:00,BBVA México destina 50 millones de pesos de capital semilla para el restablecimiento de la educación en Guerrero - Corresponsables,BBVA México destina 50 millones de pesos de capital semilla para el restablecimiento de la educación en Guerrero  Corresponsables,Corresponsables,https://news.google.com/rss/articles/CBMi-wFBVV95cUxOYVprTGJMRnFMaGluZlRic1FmYzBsNFpCZFVlRFdjMk5mMjZMTkxMMmt2UFlVVW82ejhYcVdGRFptMHN4Y3JsSThuMEFFcXZoRlh5cHJsSEtyY3N6dDh0dGFlczV5VWVxelRFWm1JYXBueDI0azRILXE2Tm1nVzk3cnZXejVhMHlwaVRtYUJjQndkQlhlRWRxRWNVR2JqNHhRRkplM2JrLUdOMjBYSUZKWnRtTUgtVkRXOWNEc0E3RGEwNlp4R2V4Q25oeUxxemVPc3o2X05mdlNlTXhsdEpxWVZJOXFsOW1OSTlkbjNaUTU1b2U1SG1EUXhjNA?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-10 08:00:00,BBVA regala 5000 euros a todos los clientes que cumplan este único requisito - El Cronista,BBVA regala 5000 euros a todos los clientes que cumplan este único requisito  El Cronista,El Cronista,https://news.google.com/rss/articles/CBMixgFBVV95cUxOSFN6MS1ncFZoNF94QlViN1FFeEF3Rkl3R1J6SEJESXJpZ0hHNUtVMHhJZEdmT05fbEY1WFRRVzQ0MWJFNHMxNXJObzM3cy1pblR4NnJVdlcyT3JjbVU5ZXFDSm9HNHVpdUVJTGp5YkxzdV95Z2k0djZHTGhJbXdPenFhM1hWWjJMcWNFWFZfeTc5Qlg4c2RSbE1idWwtQ1pNd0pWVVk2V19KQnBENHIyRzRBcUd1QU5ITDBTbE9Sd1ZaUUVWU2fSAcYBQVVfeXFMTkhTejEtZ3BWaDRfeEJVYjdRRXhBd0ZJd0dSekhCRElyaWdIRzVLVTB4SWRHZk9OX2xGNVhUUVc0NDFiRTRzMTVyTm8zN3MtaW5UeDZyVXZXMk9yY21VOWVxQ0pvRzR1aXVFSUxqeWJMc3VfeWdpNHY2R0xoSW13T3pxYTNYVloyTHFjRVhWX3k3OUJYOHNkUmxNYnVsLUNaTXdKVlVZNldfSkJwRDRyMkc0QXFHdUFOSEwwU2xPUndWWlFFVlNn?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-10 08:00:00,Informe Anual de Riesgo País 2024 - BBVA Research,Informe Anual de Riesgo País 2024  BBVA Research,BBVA Research,https://news.google.com/rss/articles/CBMigwFBVV95cUxQcUxVTWlHU1d1RWlYWWs0bVBGSzgzX0F0VnduM3FWbkhWZTFfZWRZWDA3SlFkNXJfUmZSSUdZSVRrZW9PeV8wRF9hUWlPUFZleUlJXzQ2RElLZGU1dVZvNGJ4UkppTXh5bTJ5S2dRNzNjejhwd1pCcXdWb0EwZ21rM1puTQ?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-10 08:00:00,Cómo extraer efectivo de las terminales de autoservicio de BBVA sin utilizar tarjetas - BBVA,Cómo extraer efectivo de las terminales de autoservicio de BBVA sin utilizar tarjetas  BBVA,BBVA,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOQmhScktERlhtRDAtS1d3NmpXdVdDZ0NfWEo4TjZhMnRSNENIcUtmTnZTQ0RUdDh6UmNnRTdnaFlZa0xEVGdjUnBXajV6amRkMlpkamkwVFZqQVUyaktFTC05Vy0tdjd1VTVnai1vY2ZtaWI1VTAyVUVyYlpYdzBVaWRJT2hyWlZHX24wNDBEcmtELVA3Y1lGSzVINk1CeHZhX0tzeUs1Z3RQX1A4LV9aWHlaaU5EZlFqWDVKdDlsYWdLUQ?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-11 08:00:00,"La Audiencia Nacional anula la multa de 91 millones de la CNMC a Santander, Caixabank, BBVA y Sabadell por cártel de derivados - Cinco Días","La Audiencia Nacional anula la multa de 91 millones de la CNMC a Santander, Caixabank, BBVA y Sabadell por cártel de derivados  Cinco Días",Cinco Días,https://news.google.com/rss/articles/CBMiiwJBVV95cUxOenJHMHB0YjR4NHZtaFJWZENVb054TXh1NXF5dFpFcDU3cVRjYnZhNUwwbFZsUkFYN0FJYmk1M0F5Z1hVOXNiWkhaMlo1c0Q1SVA4b2puaUJlc25XeU50cG1HRTJlY0VrMUc3RjJDUWx4bFA3SDNYSVhNUTgwbEdhMzVlbW4zVHNCRGhWZHo2d09ublo1VkFQTEVMdlhCTEpNMllUeDNjWkJyTVFIZUVRV3FIMWdpZk12cElzRVBzaHhmLTZEWkM2dWFjVjY0aW8wekZYZURKVkhvQzU4Y1JlM01jWllHX3ppM1AzWTVteGhsT09LQTRhWjhwbGpSb3JvWmxUdzc5aVdrZlHSAZ8CQVVfeXFMT2I1NTY1SFNsYm5CcFMyWEFqRVY2REdRc2xDblpZQlFTX05hdGY2ZTBGVi11djlYcTEzeFI1Vm8teTNXaDhCOHJTZUlkVnVvLU5ueXRBT1lmT3JZN0pVTkktQm5HR0hNYl8zUlRyRU9CbDJab1VCa2lHMy03Q2ZRZ1ROejIzNERXUER0MUZySTRSa2FLbTFpTkxtVk9vQ2lKb2lOeXM2RlVCdlBqSHNubGN2eUp6V0NwNzJOVzdIS3o2ZkFvWmxCVENxcFBHU3Zsd2JCQ2JtMkxmYy05YmZORDNhcnJQdGJ3YUxxV1RNMGw1cjVYUWl4d2UzaFRXcWZiT2RNbU1iNF9NUlJDZ0o4djVQc2dtQWU4NUVOWV85TEE?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-11 08:00:00,"“La prioridad estratégica de BBVA es asesorar y acompañar a los clientes hacia un mundo más sostenible”, - Corresponsables","“La prioridad estratégica de BBVA es asesorar y acompañar a los clientes hacia un mundo más sostenible”,  Corresponsables",Corresponsables,https://news.google.com/rss/articles/CBMizAFBVV95cUxNeXRYbjhZejRJTndlSHFPbDQyT0cxNFhzTC0xRllpOEI1VWdyT01ESDNRX0RTTHA4U0k1S3dNVk5hNWEtd21iZGJoNFN1cFNWV3o3V3kxTkVHbDBZNTIzMWdzSUVrTnVxallzU0VfQTJUcXR3N3dkdi02cUFjX2ItRF9CTUxSU3paWWhZVFJvcjFxRVdYV1ZaMFhIbXV1N3EtN0lJQTB6YmlaRDhXaC13MnZzS09pNVU2UVFSLUxhdXY4RnItcDl3bXJpT28?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-11 08:00:00,BBVA y Cabify cierran un acuerdo de 15M€ para impulsar la movilidad sostenible - El Referente,BBVA y Cabify cierran un acuerdo de 15M€ para impulsar la movilidad sostenible  El Referente,El Referente,https://news.google.com/rss/articles/CBMingFBVV95cUxPNWFuNDlCVUpDcUp3ZlNQYWQ1bThBNFpuNnJLeE80UEJ1UDByTk5Pc3NNZmJNb3hjdVhaaUlEdzZ5czFIc0NzZ0d1N1JKdW43TjNEcUNNYmJnbmlfMU4xRkJ1UEF6d3AwTzZkdTlXNFQzNE5RWnJTaU1iR3hTRWZmWXBYX2psOGQ1YjgwTVRYbHFwT1ZJcWRURWkzN3BOUQ?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-11 08:00:00,BBVA y Cabify cierran una financiación de 15 millones de euros para impulsar la movilidad sostenible - BBVA,BBVA y Cabify cierran una financiación de 15 millones de euros para impulsar la movilidad sostenible  BBVA,BBVA,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNakZpektpYzEwMDhVWU1oWHVXcDh6LWt1VHBmcWVCWWpjTjV3bzJmSUJqQXZNVkdVT1VhLW9sWm5TWmhnVnFmWWg2b1hCNGdUV0JHVVZwQV9kRXdlaFZUMGN0QXJJaDc4endOOHJwdm5mTTM4S053SDhkTTlCdXRfdWlfMFZUaUtZTDJYX2Q3WDdmSHRBal9FWVJ1eGZoUk9VQ3hIckc2NkxTR1FROERzR0duX3kxV2JyMjB2ei1TMkF2eXBDV2NhdEJFajJUcGwxS2c?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-11 08:00:00,Cerca del 30% de la financiación de BBVA a empresas aragonesas se destina a proyectos sostenibles - BBVA,Cerca del 30% de la financiación de BBVA a empresas aragonesas se destina a proyectos sostenibles  BBVA,BBVA,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPQjJraTlrVi1SeEJZMG5KUDBncEVIREYtWllha2VPenNaSXhWc3hITG1yVWlKRkRZaU5jUlV4QVJMR1lnUFhSalVCVEdXSmZWWjRXaXlrTFNuODBqZDdTWEdFNDVESk1CS01Dc2MweFZqZjhjckU5M013OHlwbnRyOXZtUGNmSDZqUVVXbk1fYmJEVFZWcURRNFFmOGd4QktqV3FPVEVpTnJWYU51aDd0dC15NWpWLUcxc3V4SktUdVowblZZOEt1aVJaYmIxMENJQlJ4VUpR?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-11 08:00:00,'Podcast' | Sara Tarrés: ¿Puede caerte mal tu propio hijo? - BBVA,'Podcast' | Sara Tarrés: ¿Puede caerte mal tu propio hijo?  BBVA,BBVA,https://news.google.com/rss/articles/CBMilgFBVV95cUxNekFlNUZWTWpJZ25hSmFlRERTVmhnMGI3RHhYOG54Wl95SzB4WGlNNG5jY2c5TjZFZGJlSUxKS195YV9UeE5NaTEyTDJrSlVIMEtGd3FkTmxlVVpBT0hSWmRFcWNPN3lZQzZwY3BsM2l0b2ZJMkp6VjRBT3Utc0RDUjFXemtrYk1mSUJXYkpqdlAyUENOSkE?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-12 08:00:00,BBVA Spark financia con un millón a Bit2Me - Forbes España,BBVA Spark financia con un millón a Bit2Me  Forbes España,Forbes España,https://news.google.com/rss/articles/CBMihwFBVV95cUxQY0F5eUZ5YU5WT2JfeGtQU3ZEaWlVQnMxaGF2OFFYNnRzeG9ubUVZTERoRVVDYm9aT0FGOUVPM01mN1ZzaXl5R0hSY3JjdzdoSk9oV1pHQXNkZGJSeldmQzY5czNMdXA3anNGTXZrdGZVV3RiaU5yYk1xQVNBQlc4Um5YTFZQT0k?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
2024-01-12 08:00:00,Por qué es importante para una startup tener un CTO - BBVA,Por qué es importante para una startup tener un CTO  BBVA,BBVA,https://news.google.com/rss/articles/CBMikAFBVV95cUxPSENzd2pfemtvVGRQUTNmXzVaZ21MdloxV0hCZXpJalpZZXdTdjl4N0NFSWg2ekpfZTFHclBYSVAySGduNllJWThGYWVycE1ZRTJiLTUtZ0hab0tVZDJPdTZHVFUyQ2lmWGlVTXdsenlvZ21nWkw3TDFFY1NTMTA3WlFDX3hDcHBTd3BYOTRoNGk?oc=5&hl=en-US&gl=US&ceid=US:en,BBVA,gnews,2024-01-01..2024-01-31
