Date,Title,Link,Domain,Tag,whitelisted,has_kw,is_bbva,is_san,Sentiment_score,rank
2021-03-19,"Santander , CaixaBank y Bankia disparan su potencial de pagar dividendos tras el veto",https://www.expansion.com/empresas/banca/2021/03/19/6053bcf9468aeb02248b4622.html,expansion.com,BBVA,True,True,False,True,-0.6521047670394182,2.8956314301118256
2021-03-23,Santander y BBVA confían en recuperar su dividendo tradicional a finales de este año,https://www.expansion.com/empresas/banca/2021/03/23/6059ebd5e5fdeadc7d8b45ae.html,expansion.com,BBVA,True,True,True,True,0.06008870154619217,3.418026610463858
2021-03-24,BBVA supera los objetivos de su plan de eficiencia energética y logra ser neutro en emisiones de CO2 | Mercados,https://cincodias.elpais.com/cincodias/2021/03/24/mercados/1616575809_207669.html,cincodias.elpais.com,BBVA,True,True,True,False,0.4333503842353821,2.8300051152706147
2021-03-30,"BBVA , Santander y Sabadell , los más beneficiados por la caída de provisiones",https://www.expansion.com/empresas/banca/2021/03/30/60588788e5fdeaac408b461d.html,expansion.com,BBVA,True,True,True,True,-0.6973566077649593,3.6092069823294883
2021-03-31,Capital Energy firma con BBVA un megacrédito y aplaza salir a Bolsa,https://www.expansion.com/empresas/energia/2021/04/01/6064e378468aeb5b2f8b4598.html,expansion.com,BBVA,True,True,True,False,-0.42934586852788925,2.828803760558367
2021-04-05,Santander contrata a Deloitte para su primera gran venta de activos desde el covid,https://www.elconfidencial.com/empresas/2021-04-05/santander-deloitte-gran-venta-activos-covid_3015151/,elconfidencial.com,SAN,True,True,False,True,0.040930695831775665,2.712279208749533
2021-04-16,BBVA sustenta el ERE en la caída continuada de beneficios y transformación del sector,https://www.elconfidencial.com/empresas/2021-04-16/bbva-sustenta-ere-caida-continuada-beneficios_3038568/,elconfidencial.com,BBVA,True,True,True,False,-0.8385465377941728,2.951563961338252
2021-04-19,Santander vende hipotecas y créditos al consumo en la red de Mapfre | Compaas,https://cincodias.elpais.com/cincodias/2021/04/19/companias/1618829196_138506.html,cincodias.elpais.com,SAN,True,True,False,True,-0.07120292633771896,2.721360877901316
2021-04-19,Barclays prevé más provisiones en Santander y BBVA en el primer trimestre | Mercados,https://cincodias.elpais.com/cincodias/2021/04/19/mercados/1618829933_289427.html,cincodias.elpais.com,SAN,True,True,True,True,-0.08111747354269028,3.4243352420628073
2021-04-20,"La Primera de Expansión sobre la Superliga , Santander y la factura del Covid en el turismo",https://www.expansion.com/podcasts/2021/04/20/607e64f2468aebdf388b45ad.html,expansion.com,SAN,True,True,False,True,-0.18511659279465675,2.7555349778383973
2021-04-27,Banco Santander lanza 1 . 000 hipotecas para jóvenes con una financiación de hasta el 95 %,https://www.elconfidencial.com/empresas/2021-04-27/santander-1-000-hipotecas-jovenes-financiacion-95_3052056/,elconfidencial.com,SAN,True,True,False,True,0.14557337760925293,2.743672013282776
2021-04-27,Santander SmartBank lanza 1 . 000 hipotecas para jóvenes con una financiación de hasta el 95 % | Mi dinero,https://cincodias.elpais.com/cincodias/2021/04/27/midinero/1619511106_801852.html,cincodias.elpais.com,SAN,True,True,False,True,0.13378197699785233,2.7401345930993557
2021-04-28,Santander dispara el resultado a 1 . 608 millones hasta marzo y provisiona 530 millones para reestructuración | Compaas,https://cincodias.elpais.com/cincodias/2021/04/28/companias/1619583314_586457.html,cincodias.elpais.com,SAN,True,True,False,True,-0.1094929650425911,2.7328478895127777
2021-04-30,BBVA gana 1 . 210 millones y recupera los beneficios previos a la pandemia,https://www.expansion.com/empresas/banca/2021/04/30/608b9b19468aeb2d138b46e4.html,expansion.com,BBVA,True,True,True,False,0.10593540966510773,2.7317806228995325
2021-04-30,BBVA recupera resultados pero descienden sus márgenes,https://www.expansion.com/empresas/banca/2021/04/30/608bf3bee5fdeab1498b46e7.html,expansion.com,BBVA,True,True,True,False,-0.3622492849826813,2.8086747854948046
2021-05-01,Estados Unidos lidera por primera vez el beneficio de Santander por países,https://www.expansion.com/empresas/banca/2021/05/01/608c3976468aebd1208b45cf.html,expansion.com,SAN,True,True,False,True,0.16233103722333908,2.7486993111670017
2021-05-03,Toda la plantilla del Barcelona se reúne en casa de Messi a pesar de las restricciones por el Covid | LaLiga Santander 2020,https://www.elmundo.es/deportes/futbol/primera-division/2021/05/03/6090430721efa0a31a8b45bc.html,elmundo.es,SAN,True,True,False,True,-0.017594411969184875,2.705278323590756
2021-05-03,Santander e Inditex reparten 1 . 600 millones en dividendos entre hoy y mañana | Mercados,https://cincodias.elpais.com/cincodias/2021/05/03/mercados/1620031312_778775.html,cincodias.elpais.com,BANK_ES,True,True,False,True,-0.1170203760266304,2.735106112807989
2021-05-04,Santander vs BBVA : qué banco tiene más potencial tras los resultados,https://www.expansion.com/mercados/2021/05/04/609100b3468aeb7c798b463a.html,expansion.com,BBVA,True,True,True,True,-0.09638913720846176,3.428916741162539
2021-05-10,"Santander entra en el capital de Repsol con el 3 , 5 % a través de derivados | Compaas",https://cincodias.elpais.com/cincodias/2021/05/10/companias/1620660450_511939.html,cincodias.elpais.com,SAN,True,True,False,True,0.020520120859146118,2.706156036257744
2021-05-12,Santander amplía su oferta digital en hipotecas con la herramienta de valoración de Fotocasa | Compaas,https://cincodias.elpais.com/cincodias/2021/05/12/companias/1620812551_772030.html,cincodias.elpais.com,SAN,True,True,False,True,0.1738627403974533,2.7521588221192363
2021-05-21,Las filiales internacionales de Santander y BBVA reabren el grifo de los dividendos,https://www.expansion.com/empresas/banca/2021/05/21/60a39e5e468aeb5b438b4649.html,expansion.com,BBVA,True,True,True,True,-0.28353874757885933,3.485061624273658
2021-05-24,Santander no descontará el dividendo a los accionistas de su filial mexicana que acudan a la opa,https://www.expansion.com/empresas/banca/2021/05/24/60ac1441468aebea2e8b456f.html,expansion.com,SAN,True,True,False,True,-0.2811993397772312,2.7843598019331695
2021-05-24,Santander mantendrá el precio de la opa por su filial mexicana a pesar del dividendo | Compaas,https://cincodias.elpais.com/cincodias/2021/05/24/companias/1621889782_529384.html,cincodias.elpais.com,SAN,True,True,False,True,-0.043088026344776154,2.712926407903433
2021-05-25,Santander Consumer united states planea hacer compras y un dividendo extra,https://www.expansion.com/empresas/banca/2021/05/26/60ad4676468aeb1e618b4636.html,expansion.com,SAN,True,True,False,True,0.03609650954604149,2.7108289528638125
2021-06-02,"La Primera de Expansión sobre el hachazo a las eléctricas , Santander y BBVA y el precio del petróleo",https://www.expansion.com/podcasts/2021/06/02/60b71806e5fdea320a8b4673.html,expansion.com,BBVA,True,False,True,True,-0.5448519550263882,2.5634555865079163
2021-06-03,BBVA Research : El consumo despega pero no retornará al nivel pre - Covid hasta 2022,https://www.expansion.com/economia/2021/06/04/60b920ed468aeb863d8b46a1.html,expansion.com,BBVA,True,True,True,False,-0.25720978155732155,2.7771629344671966
2021-06-09,"La Primera de Expansión sobre el Foro Económico Internacional de Expansión , los resultados de Inditex y el ERE de BBVA",https://www.expansion.com/podcasts/2021/06/09/60c050f5e5fdeaee6a8b457f.html,expansion.com,BBVA,True,True,True,False,0.04838735610246658,2.7145162068307402
2021-06-13,El covid agudiza el ocaso de la bolsa española y hace peligrar su lugar en el  top 20  mundial,https://www.elconfidencial.com/mercados/2021-06-13/covid-agudiza-ocaso-bolsa-espanola-peligrar-mundial_3128375/,elconfidencial.com,BANK_ES,True,True,False,False,-0.9377720318734646,2.2813316095620393
2021-06-15,"Santander , BBVA y CaixaBank se hacen fuertes en bonos corporativos frente a la banca foránea",https://www.expansion.com/empresas/banca/2021/06/15/60c3b264e5fdeab53a8b4642.html,expansion.com,BBVA,True,False,True,True,0.07416562736034393,2.4222496882081033
2021-06-16,La banca cae con fuerza y arrastra al Ibex a la cola de Europa,https://www.elconfidencial.com/mercados/2021-06-16/la-caida-de-la-banca-arrastra-al-ibex-a-la-cola-de-europa_3136003/,elconfidencial.com,BANK_ES,True,True,False,False,-0.8909722929820418,2.2672916878946126
2021-06-19,Los dos datos que más preocupan ahora mismo a los mercados : el paro y la inflación,https://www.elconfidencial.com/mercados/2021-06-19/inflacion-mercados-inversiones-santander-am-bra_3139695/,elconfidencial.com,BANK_ES,True,True,False,False,-0.8984548542648554,2.2695364562794564
2021-06-24,S & P rebaja la nota del Sabadell y mejora su visión sobre el Santander y BBVA | Compaas,https://cincodias.elpais.com/cincodias/2021/06/24/companias/1624551448_723485.html,cincodias.elpais.com,BBVA,True,False,True,True,0.09764790534973145,2.4292943716049193
2021-06-29,"Damm firma un crédito verde de 200 millones con Sabadell , Caixabank , BBVA y Santander | Compaas",https://cincodias.elpais.com/cincodias/2021/06/29/companias/1624955647_242599.html,cincodias.elpais.com,BBVA,True,False,True,True,0.05557805299758911,2.4166734158992766
2021-06-30,Noticias del BBVA : El juez imputa al auditor jefe de BBVA por Villarejo y fuerza el examen del BCE,https://www.elconfidencial.com/empresas/2021-06-30/juez-imputa-jefe-auditoria-bbva-villarejo-fuerza-examen-bce_3158768/,elconfidencial.com,BBVA,True,True,True,False,-0.403632752597332,2.8210898257792
2021-07-02,"Santander , BBVA , CaixaBank ... Así será la banca digital pospandemia",https://www.expansion.com/empresas/banca/2021/07/02/60def4e5e5fdeaf5088b4642.html,expansion.com,BBVA,True,False,True,True,-0.5047674104571342,2.55143022313714
2021-07-08,BBVA se alía con Acciona para impulsar la eficiencia energética en viviendas particulares | Compaas,https://cincodias.elpais.com/cincodias/2021/07/08/companias/1625741966_348047.html,cincodias.elpais.com,BBVA,True,True,True,False,0.19861187040805817,2.7595835611224175
2021-07-09,"Santander , CaixaBank y BBVA equiparan sus comisiones : estos son los requisitos para no pagarlas",https://www.elconfidencial.com/empresas/2021-07-09/santander-caixabank-bbva-comisiones_3176291/,elconfidencial.com,BBVA,True,False,True,True,-0.3203142434358597,2.496094273030758
2021-07-13,"Noticias del BBVA : Moody eleva el  rating  de la banca española , pero mantiene el de Santander",https://www.elconfidencial.com/empresas/2021-07-13/moody-s-eleva-el-rating-de-la-banca-espanola-pero-mantiene-el-de-santander_3182907/,elconfidencial.com,BBVA,True,False,True,True,-0.48124580457806587,2.5443737413734198
2021-07-15,"CaixaBank , Santander y BBVA igualan sus comisiones : requisitos para evitar pagarlas",https://www.elconfidencial.com/empresas/2021-07-15/caixabank-santander-bbva-comisiones-requisitos_3176291/,elconfidencial.com,BBVA,True,False,True,True,-0.4866403080523014,2.5459920924156902
2021-07-16,La banca de inversión presiona a Santander para que apruebe una recompra de acciones,https://www.expansion.com/empresas/banca/2021/07/16/60f1c1dd468aeb906d8b4631.html,expansion.com,SAN,True,True,False,True,-0.2198183387517929,2.765945501625538
2021-07-26,Santander lanza Getnet en Europa para crecer en un negocio de 80 . 000 millones,https://www.expansion.com/empresas/banca/2021/07/26/60fe8cace5fdeab2288b4623.html,expansion.com,SAN,True,True,False,True,0.49233004078269005,2.8476990122348074
2021-07-27,Santander pisa el acelerador : vende créditos de Hesperia a Bybrook e hipotecas a CPPIB,https://www.elconfidencial.com/empresas/2021-07-27/santander-pisa-acelerador-vende-creditos-hesperia-bybrook-hipotecas-cppib_3202668/,elconfidencial.com,SAN,True,True,False,True,-0.1935022920370102,2.758050687611103
2021-07-28,"Noticias Banco Sabadell : Los test de estrés impactan más a Sabadell que a Santander , BBVA y Bankinter",https://www.elconfidencial.com/empresas/2021-07-28/test-estres-impactan-casi-doble-sabadell-santander-bbva-bankinter_3204572/,elconfidencial.com,BBVA,True,False,True,True,-0.6460645478218794,2.593819364346564
2021-07-30,"BBVA gana 1 . 911 millones , abonará un dividendo de hasta el 40 % del beneficio y recomprará el 10 % de acciones | Compaas",https://cincodias.elpais.com/cincodias/2021/07/30/companias/1627621216_257231.html,cincodias.elpais.com,BBVA,True,True,True,False,0.2789963185787201,2.7836988955736164
2021-08-02,Fluidra lidera el Ibex y reconquista máximos históricos tras su  traspié  con los resultados,https://www.elconfidencial.com/mercados/2021-08-02/fluidra-lidera-el-ibex-y-reconquista-maximos-historicos-tras-su-trapie-con-los-resultados_3213940/,elconfidencial.com,BANK_ES,True,True,False,False,-0.16974346339702606,2.050923039019108
2021-08-03,"Los ERE de Santander , Sabadell , BBVA y CaixaBank terminan con sobredemanda | Compaas",https://cincodias.elpais.com/cincodias/2021/08/02/companias/1627923363_591556.html,cincodias.elpais.com,BBVA,True,False,True,True,-0.6824126895517111,2.6047238068655134
2021-08-04,"Ibex 35 : Cellnex vuelve a batir máximos históricos y alcanza los 38 , 65 millones de capitalización",https://www.elconfidencial.com/mercados/2021-08-04/cellnex-vuelve-a-batir-maximos-historicos-y-alcanza-los-38-65-millones-de-capitalizacion_3217356/,elconfidencial.com,BANK_ES,True,True,False,False,0.10167315602302551,2.0305019468069077
2021-08-09,Banco España multa BBVA con 6 millones por incumplir protección hipotecados | Compaas,https://cincodias.elpais.com/cincodias/2021/08/09/companias/1628532239_928858.html,cincodias.elpais.com,BBVA,True,True,True,False,-0.4968523196876049,2.849055695906282
2021-08-12,"Europa perfila su comprador misterioso : estudios superiores , gana 25 . 000 euros y busca una hipoteca",https://www.expansion.com/empresas/banca/2021/08/12/6114ef1be5fdea540a8b463b.html,expansion.com,BANK_ES,True,True,False,False,0.15075363591313362,2.04522609077394
2021-08-16,Europa : Las Bolsas arrancan con caídas ante el miedo a China y con un volumen por los suelos | Mercados,https://cincodias.elpais.com/cincodias/2021/08/16/mercados/1629095133_849395.html,cincodias.elpais.com,BANK_ES,True,True,False,False,-0.9277483941987157,2.278324518259615
2021-08-17,Europa : Las Bolsas continúan con la corrección ante el caos geopolítico | Mercados,https://cincodias.elpais.com/cincodias/2021/08/17/mercados/1629180924_704074.html,cincodias.elpais.com,BANK_ES,True,True,False,False,-0.7306721955537796,2.219201658666134
2021-08-19,Noticias de Caixabank : CaixaBank dispara la financiación al Estado en plena retirada de Santander y BBVA,https://www.elconfidencial.com/empresas/2021-08-19/caixabank-financiacion-estado-deuda-creditos_3238606/,elconfidencial.com,BBVA,True,False,True,True,-0.8111959053203464,2.643358771596104
2021-08-24,Santander mejora la opa para comprar el 20 % de su filial en Estados Unidos por 2 . 100 millones | Compaas,https://cincodias.elpais.com/cincodias/2021/08/24/companias/1629782269_721854.html,cincodias.elpais.com,SAN,True,True,False,True,0.08001821488142014,2.724005464464426
2021-08-31,Noticias Banco Sabadell : Sabadell amplía la sangría laboral de la banca en pleno covid hasta los 17 . 000 empleos,https://www.elconfidencial.com/empresas/2021-08-31/banca-sabadell-sangria-laboral-despidos-ere_3259678/,elconfidencial.com,BBVA,True,True,False,False,-0.7361729368567467,2.220851881057024
2021-09-03,"La Primera de Expansión sobre las empresas españolas en EEUU , la banca de inversión de BBVA y Santander y Fernando Alonso",https://www.expansion.com/podcasts/2021/09/03/6131b1b1e5fdeaab458b45e7.html,expansion.com,BBVA,True,False,True,True,0.22986174747347832,2.4689585242420433
2021-09-04,"Telefónica , Santander , BBVA , Repsol , Inditex ... Así vuelven las grandes empresas a la oficina",https://www.expansion.com/empresas/2021/09/04/613284f7468aeb7b6f8b46ab.html,expansion.com,BBVA,True,False,True,True,-0.24138902872800827,2.4724167086184026
2021-09-17,La receta de BBVA para blindar las inversiones contra la inflación | Mercados,https://cincodias.elpais.com/cincodias/2021/09/17/mercados/1631885010_715251.html,cincodias.elpais.com,BBVA,True,True,True,False,0.19174009561538696,2.7575220286846163
2021-09-19,"Santander , BBVA , Sabadell y Bankinter repartirán 1 . 500 millones en dividendos antes de fin de año",https://www.expansion.com/empresas/banca/2021/09/20/6147a168468aeb66508b4633.html,expansion.com,BANK_ES,True,True,True,True,-0.12497889995574951,3.437493669986725
2021-09-24,Santander y BBVA llevan a récord el refuerzo de liquidez de la banca,https://www.expansion.com/empresas/banca/2021/09/24/614b3921e5fdea7b7c8b4593.html,expansion.com,BBVA,True,False,True,True,0.0340309739112854,2.4102092921733855
2021-09-28,"La Primera de Expansión sobre Santander , ITP y Bain Capital y la prórroga de los ERTE",https://www.expansion.com/podcasts/2021/09/28/6152a83d468aebd5608b4623.html,expansion.com,SAN,True,True,False,True,-0.12621930241584778,2.7378657907247543
2021-09-28,"Cotizaciones BBVA - Acciones , dividendo y noticias",https://www.expansion.com/mercados/cotizaciones/valores/bbva_M.BBVA.html,expansion.com,BBVA,True,True,True,False,0.03571338951587677,2.710714016854763
2021-09-29,"Bankinter , Santander , BBVA ... Llegan los primeros dividendos de los bancos desde la Covid",https://www.lainformacion.com/empresas/dividendos-bancos-fechas-bankinter-bbva-santander/2849852/,lainformacion.com,BBVA,False,True,True,True,-0.2944870591163635,2.488346117734909
2021-09-30,El BBVA retomará el  pay out  del 35 %- 40 % en el dividendo poscovid de este 12 de octubre,https://www.elconfidencial.com/mercados/2021-09-30/bbva-dividendo-pay-out-octubre_3298692/,elconfidencial.com,BBVA,True,True,True,False,-0.04179257154464722,2.7125377714633943
2021-09-30,"BBVA recupera el dividendo y pagará 0 , 08 euros el 12 de octubre | Compaas",https://cincodias.elpais.com/cincodias/2021/09/30/companias/1632983894_940472.html,cincodias.elpais.com,BBVA,True,True,True,False,-0.0881190299987793,2.726435708999634
2021-10-01,BBVA vuelve a ser elegido líder en experiencia digital móvil en Europa | Compaas,https://cincodias.elpais.com/cincodias/2021/10/01/companias/1633083871_063946.html,cincodias.elpais.com,BBVA,True,True,True,False,0.38560129702091217,2.815680389106274
2021-10-08,El ex jefe de seguridad de BBVA sostiene que contrató a Villarejo  para contrarestar una OPA del Gobierno,https://www.elmundo.es/economia/2021/10/08/6160961721efa029598b45ab.html,elmundo.es,BBVA,True,True,True,False,-0.5458226166665554,2.8637467849999667
2021-10-15,"BNP , Santander y Caixa pierden la mitad del negocio de financiar la opa de IFM a Naturgy",https://www.elconfidencial.com/empresas/2021-10-15/bnp-paribas-santander-y-caixa-pierden-un-54-1-100-m-dek-negocio-de-financiar-a-ifm-en-naturgy_3306817/,elconfidencial.com,SAN,True,True,False,True,-0.8360696015879512,2.9508208804763854
2021-10-21,BBVA se asoma a Europa con el lanzamiento de una banca digital en Italia,https://www.expansion.com/empresas/banca/2021/10/21/61713df0e5fdeaa5088b45b0.html,expansion.com,BBVA,True,True,True,False,0.4502120390534401,2.8350636117160324
2021-10-21,Dividendos Black :  Dividendos black : Alemania pide más datos a Santander e investiga a 10 exempleados,https://www.elconfidencial.com/empresas/2021-10-21/santander-fiscalia-colonia-cumex-dividendos-fraude_3308848/,elconfidencial.com,SAN,True,True,False,True,-0.38768982142210007,2.8163069464266304
2021-10-27,Los analistas encuentran el punto débil en los resultados de Santander,https://www.expansion.com/mercados/2021/10/27/617914fde5fdeafc438b4672.html,expansion.com,BANK_ES,True,True,False,True,-0.8341977074742317,2.95025931224227
2021-10-27,"La Primera de Expansión , hoy sobre los resultados de Santander , la compra de Eolia por parte de Naturgy y la plusvalía municipal",https://www.expansion.com/podcasts/2021/10/27/6178e5bf468aeb114c8b4739.html,expansion.com,SAN,True,True,False,True,0.26456575468182564,2.779369726404548
2021-10-29,Noticias del BBVA : El idilio de BBVA con la bolsa : el escudo del capital oculta cualquier riesgo,https://www.elconfidencial.com/mercados/el-valor-anadido/2021-10-29/bbva-subidas-bolsa-resultados-fortaleza-capital_3315510/,elconfidencial.com,BBVA,True,True,True,False,-0.3913302682340145,2.8173990804702047
2021-10-29,"La Primera de Expansión , hoy sobre los resultados de BBVA y CaixaBank , Mutua y El Corte Inglés , Santander y el nuevo nombre de Facebook",https://www.expansion.com/podcasts/2021/10/29/617b8aef468aebfc768b45a2.html,expansion.com,BBVA,True,True,True,True,0.004570946097373962,3.4013712838292127
2021-10-29,"Viscofan , Gestamp y BBVA , ganadores en Bolsa tras resultados ; Fluidra , Cellnex y CaixaBank , perdedores | Mercados",https://cincodias.elpais.com/cincodias/2021/10/29/mercados/1635494602_105354.html,cincodias.elpais.com,BBVA,True,True,True,False,-0.5456153154373169,2.863684594631195
2021-11-15,Ibex 35 : BBVA cae un 4 % en bolsa tras lanzar una opa por el 50 % de su filial turca,https://www.elconfidencial.com/empresas/2021-11-15/cotizacion-bbva-caidas-opa-filial-turca_3324233/,elconfidencial.com,BBVA,True,True,True,False,-0.5547922700643539,2.866437681019306
2021-11-15,BBVA lanza una opa sobre la mitad del banco turco Garanti que no controla por 2 . 249 millones de euros | Compaas,https://cincodias.elpais.com/cincodias/2021/11/15/companias/1636956553_576916.html,cincodias.elpais.com,BBVA,True,True,True,False,-0.5693421922624111,2.8708026576787233
2021-11-16,La opa de BBVA sobre Garanti aleja una fusión en España ? | Compaas,https://cincodias.elpais.com/cincodias/2021/11/15/companias/1637006847_485449.html,cincodias.elpais.com,BBVA,True,True,True,False,-0.39761418104171753,2.8192842543125156
2021-11-18,BBVA pone en marcha la opa sobre la mitad del banco turco Garanti | Compaas,https://cincodias.elpais.com/cincodias/2021/11/18/companias/1637217516_314450.html,cincodias.elpais.com,BBVA,True,True,True,False,-0.3017905578017235,2.790537167340517
